employee_id,full_name,email,department,role,hire_date,manager_id,employment_status,total_events,total_download_mb,after_hours_pct,failed_pct,high_sens_pct,foreign_ip_events,avg_rule_score,anomaly_score,final_risk_score,risk_level,is_anomaly
EMP1129,Edward Lee,snyderchristopher@example.org,Engineering,Architect,2022-03-14,EMP1081,Active,62,397.67,0.3064516129032258,0.016129032258064516,0.3548387096774194,0,46.03225806451613,3.72,29.11,Low,False
EMP1130,Charles Summers,davisbenjamin@example.net,IT,Security Analyst,2022-08-25,EMP1087,Active,56,379.13,0.17857142857142858,0.08928571428571429,0.4642857142857143,1,46.785714285714285,8.44,31.45,Medium,False
EMP1131,Elizabeth Douglas,jfisher@example.org,Legal,Paralegal,2019-09-30,EMP1017,Terminating,51,505.28,0.27450980392156865,0.058823529411764705,0.3137254901960784,0,47.411764705882355,8.17,31.72,Medium,False
EMP1132,Joseph Murphy,carloscraig@example.com,Operations,Project Manager,2023-06-04,EMP1062,Active,56,424.96,0.19642857142857142,0.017857142857142856,0.35714285714285715,0,43.0,30.24,37.9,Medium,False
EMP1133,Samuel Ross,ivalentine@example.net,Legal,Paralegal,2019-01-25,EMP1131,On_Leave,49,480.54999999999995,0.12244897959183673,0.08163265306122448,0.3673469387755102,4,48.83673469387755,26.94,40.08,Medium,False
EMP1134,Casey Richardson,adamsgreg@example.com,Sales,Sales Rep,2021-02-23,EMP1138,Active,60,635.5600000000001,0.3,0.03333333333333333,0.5333333333333333,0,52.31666666666667,24.56,41.21,Medium,False
EMP1135,William Lucas,michael75@example.net,Operations,Project Manager,2020-04-03,EMP1055,Active,57,344.93,0.3333333333333333,0.07017543859649122,0.38596491228070173,2,49.14035087719298,2.27,30.39,Medium,False
EMP1136,Adam Rodriguez,ctorres@example.org,IT,Support Specialist,2023-07-31,EMP1130,Active,63,465.98,0.2222222222222222,0.09523809523809523,0.3333333333333333,0,43.80952380952381,14.93,32.26,Medium,False
EMP1137,Summer Gregory,skramer@example.net,IT,IT Admin,2019-04-18,EMP1136,Active,107,702.39,0.6542056074766355,0.07476635514018691,0.35514018691588783,5,54.83177570093458,30.59,45.14,Medium,False
EMP1138,Amy Joseph,christopherwebster@example.com,Sales,Sales Rep,2020-12-26,EMP1077,Active,66,436.52,0.24242424242424243,0.045454545454545456,0.5,3,51.25757575757576,13.75,36.25,Medium,False
EMP1139,Sean Copeland,andersonelaine@example.org,Engineering,Tech Lead,2021-07-10,EMP1045,Active,77,592.8299999999999,0.36363636363636365,0.05194805194805195,0.4025974025974026,0,50.05194805194805,11.95,34.81,Medium,False
EMP1140,Melanie Chan,amy22@example.com,Operations,Project Manager,2019-03-06,EMP1093,Active,64,607.38,0.34375,0.046875,0.359375,1,50.28125,6.09,32.6,Medium,False
EMP1141,Thomas Hernandez,castanedaantonio@example.net,HR,Recruiter,2021-04-07,EMP1051,Active,66,327.45,0.2878787878787879,0.0,0.2878787878787879,1,46.09090909090909,21.28,36.17,Medium,False
EMP1142,Pamela Atkins,sarahanderson@example.com,HR,HR Manager,2022-08-13,EMP1008,Active,83,559.39,0.5903614457831325,0.03614457831325301,0.4578313253012048,1,55.28915662650602,35.06,47.2,Medium,True
EMP1143,Teresa Butler,montgomeryjennifer@example.com,Finance,Accountant,2021-03-19,EMP1033,Active,59,665.83,0.3050847457627119,0.0847457627118644,0.3220338983050847,4,48.932203389830505,10.65,33.62,Medium,False
EMP1144,Stephanie Garrett,clarkedavid@example.com,Sales,Sales Rep,2023-02-20,EMP1018,Active,51,223.24,0.21568627450980393,0.0784313725490196,0.37254901960784315,1,46.372549019607845,11.67,32.49,Medium,False
EMP1145,Melissa Kelly,robertmurphy@example.org,Legal,Legal Counsel,2026-04-02,EMP1133,On_Leave,70,666.31,0.32857142857142857,0.1,0.35714285714285715,0,46.714285714285715,16.26,34.53,Medium,False
EMP1146,Theresa Obrien MD,candaceshannon@example.com,Legal,General Counsel,2020-07-20,EMP1017,Active,52,485.03000000000003,0.3076923076923077,0.019230769230769232,0.28846153846153844,1,48.69230769230769,10.88,33.57,Medium,False
EMP1147,Gloria Dennis,ygriffin@example.net,IT,IT Admin,2024-12-27,EMP1064,Active,41,172.87,0.4146341463414634,0.07317073170731707,0.3902439024390244,1,53.36585365853659,24.46,41.8,Medium,False
EMP1148,Mark Shaw,angiewhite@example.org,Operations,Analyst,2024-10-11,EMP1090,Terminating,89,541.4,0.651685393258427,0.10112359550561797,0.39325842696629215,0,55.42696629213483,34.07,46.88,Medium,True
EMP1149,Mary Bell,hughesjoel@example.com,Legal,Paralegal,2020-11-08,EMP1025,Active,38,251.28,0.2631578947368421,0.10526315789473684,0.4473684210526316,1,46.73684210526316,28.85,39.58,Medium,False
